freq,size_emp,nace_r2,indic_is,unit,geo\TIME_PERIOD	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,10-49,C10-S951_X_K,E_DI2_LO,PC_ENT,SK	: 	: 	: 	34.3 	: 	41.5 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_LO,PC_ENT,UK	: 	: 	: 	39.0 	: 	48.8 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,AT	: 	: 	: 	0.3 	: 	0.9 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,BA	: 	: 	: 	: 	: 	0 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,BE	: 	: 	: 	0.4 	: 	1.1 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,BG	: 	: 	: 	: u	: 	: u	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,CY	: 	: 	: 	0.5 	: 	0.3 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,CZ	: 	: 	: 	0.2 	: 	0.2 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,DE	: 	: 	: 	0.0 	: 	0.3 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,DK	: 	: 	: 	1.2 	: 	3.2 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,EA	: 	: 	: 	0.2 	: 	0.5 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,EE	: 	: 	: 	0.3 	: 	0.7 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,EL	: 	: 	: 	0.0 	: 	: u	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,ES	: 	: 	: 	0.5 	: 	0.4 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,EU15	: 	: 	: 	0.2 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,EU27_2007	: 	: 	: 	0.2 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,EU27_2020	: 	: 	: 	0.2 	: 	0.4 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,EU28	: 	: 	: 	0.2 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,FI	: 	: 	: 	2.7 	: 	2.9 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,FR	: 	: 	: 	0.2 	: 	0.4 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,HR	: 	: 	: 	0.1 	: 	0.9 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,HU	: 	: 	: 	0.3 	: 	0.1 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,IE	: 	: 	: 	0.3 	: 	0.8 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,IT	: 	: 	: 	0.1 	: 	0.5 b	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,LT	: 	: 	: 	0.8 	: 	0.2 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,LU	: 	: 	: 	0.2 	: 	0.1 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,LV	: 	: 	: 	0 	: 	0.0 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,ME	: 	: 	: 	0 	: 	0 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,MK	: 	: 	: 	: 	: 	0.2 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,MT	: 	: 	: 	0.9 	: 	1.8 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,NL	: 	: 	: 	0.7 	: 	1.1 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,NO	: 	: 	: 	0.9 	: 	1.7 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,PL	: 	: 	: 	0.0 	: 	0.2 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,PT	: 	: 	: 	0.2 	: 	0.1 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,RO	: 	: 	: 	0.3 	: 	0.0 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,RS	: 	: 	: 	: 	: 	0.1 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,SE	: 	: 	: 	0.8 	: 	0.1 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,SI	: 	: 	: 	0.3 	: 	0.5 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,SK	: 	: 	: 	0.1 	: 	0.4 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VHI,PC_ENT,UK	: 	: 	: 	0 	: 	0.1 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,AT	: 	: 	: 	57.7 	: 	39.1 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,BA	: 	: 	: 	: 	: 	62.6 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,BE	: 	: 	: 	43.8 	: 	26.9 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,BG	: 	: 	: 	75.2 	: 	70.2 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,CY	: 	: 	: 	63.3 	: 	54.5 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,CZ	: 	: 	: 	59.5 	: 	42.4 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,DE	: 	: 	: 	52.2 	: 	40.1 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,DK	: 	: 	: 	21.7 	: 	12.9 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,EA	: 	: 	: 	55.0 	: 	40.1 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,EE	: 	: 	: 	53.1 	: 	28.6 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,EL	: 	: 	: 	73.8 	: 	63.2 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,ES	: 	: 	: 	51.8 	: 	39.5 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,EU15	: 	: 	: 	53.8 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,EU27_2007	: 	: 	: 	55.7 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,EU27_2020	: 	: 	: 	56.0 	: 	42.2 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,EU28	: 	: 	: 	55.7 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,FI	: 	: 	: 	14.7 	: 	14.0 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,FR	: 	: 	: 	60.1 	: 	48.4 b	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,HR	: 	: 	: 	59.3 	: 	41.0 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,HU	: 	: 	: 	60.0 	: 	56.6 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,IE	: 	: 	: 	45.7 	: 	33.9 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,IT	: 	: 	: 	64.4 	: 	32.9 b	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,LT	: 	: 	: 	46.0 	: 	49.9 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,LU	: 	: 	: 	51.1 	: 	37.8 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,LV	: 	: 	: 	70.6 	: 	61.3 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,ME	: 	: 	: 	58.7 	: 	40.8 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,MK	: 	: 	: 	: 	: 	71.4 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,MT	: 	: 	: 	42.1 	: 	32.8 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,NL	: 	: 	: 	31.9 	: 	27.6 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,NO	: 	: 	: 	39.1 	: 	19.4 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,PL	: 	: 	: 	67.3 	: 	51.7 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,PT	: 	: 	: 	58.7 	: 	52.8 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,RO	: 	: 	: 	67.3 	: 	70.2 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,RS	: 	: 	: 	: 	: 	42.0 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,SE	: 	: 	: 	31.5 	: 	20.5 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,SI	: 	: 	: 	39.2 	: 	34.4 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,SK	: 	: 	: 	61.1 	: 	49.9 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI2_VLO,PC_ENT,UK	: 	: 	: 	53.7 	: 	35.3 	: 	: 	: 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,AT	: 	: 	: 	: 	: 	: 	: 	: 	54.5 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,BA	: 	: 	: 	: 	: 	: 	: 	: 	39.6 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,BE	: 	: 	: 	: 	: 	: 	: 	: 	71.6 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,BG	: 	: 	: 	: 	: 	: 	: 	: 	25.5 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,CY	: 	: 	: 	: 	: 	: 	: 	: 	64.5 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,CZ	: 	: 	: 	: 	: 	: 	: 	: 	45.8 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,DE	: 	: 	: 	: 	: 	: 	: 	: 	57.7 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,DK	: 	: 	: 	: 	: 	: 	: 	: 	72.5 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,EA	: 	: 	: 	: 	: 	: 	: 	: 	56.7 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,EE	: 	: 	: 	: 	: 	: 	: 	: 	52.3 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,EL	: 	: 	: 	: 	: 	: 	: 	: 	40.8 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,ES	: 	: 	: 	: 	: 	: 	: 	: 	57.4 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	54.6 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,FI	: 	: 	: 	: 	: 	: 	: 	: 	83.5 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,FR	: 	: 	: 	: 	: 	: 	: 	: 	48.5 b
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,HR	: 	: 	: 	: 	: 	: 	: 	: 	53.4 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,HU	: 	: 	: 	: 	: 	: 	: 	: 	50.3 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,IE	: 	: 	: 	: 	: 	: 	: 	: 	62.5 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,IT	: 	: 	: 	: 	: 	: 	: 	: 	58.7 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,LT	: 	: 	: 	: 	: 	: 	: 	: 	56.1 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,LU	: 	: 	: 	: 	: 	: 	: 	: 	54.4 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,LV	: 	: 	: 	: 	: 	: 	: 	: 	44.9 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,ME	: 	: 	: 	: 	: 	: 	: 	: 	62.2 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,MT	: 	: 	: 	: 	: 	: 	: 	: 	73.4 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,NL	: 	: 	: 	: 	: 	: 	: 	: 	76.5 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,NO	: 	: 	: 	: 	: 	: 	: 	: 	78.6 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,PL	: 	: 	: 	: 	: 	: 	: 	: 	46.0 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,PT	: 	: 	: 	: 	: 	: 	: 	: 	49.8 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,RO	: 	: 	: 	: 	: 	: 	: 	: 	24.9 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,RS	: 	: 	: 	: 	: 	: 	: 	: 	47.1 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,SE	: 	: 	: 	: 	: 	: 	: 	: 	77.6 b
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,SI	: 	: 	: 	: 	: 	: 	: 	: 	45.9 
A,10-49,C10-S951_X_K,E_DI3_GELO,PC_ENT,SK	: 	: 	: 	: 	: 	: 	: 	: 	38.8 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,AT	: 	: 	: 	: 	: 	: 	19.6 	: 	17.0 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,BA	: 	: 	: 	: 	: 	: 	4.7 	: 	9.8 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,BE	: 	: 	: 	: 	: 	: 	22.8 	: 	30.9 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,BG	: 	: 	: 	: 	: 	: 	6.4 	: 	6.6 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,CY	: 	: 	: 	: 	: 	: 	19.9 	: 	23.0 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,CZ	: 	: 	: 	: 	: 	: 	14.5 	: 	13.0 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,DE	: 	: 	: 	: 	: 	: 	17.9 	: 	18.3 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,DK	: 	: 	: 	: 	: 	: 	30.6 	: 	27.7 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,EA	: 	: 	: 	: 	: 	: 	16.9 	: 	18.0 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,EE	: 	: 	: 	: 	: 	: 	13.7 	: 	15.0 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,EL	: 	: 	: 	: 	: 	: 	13.3 	: 	11.4 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,ES	: 	: 	: 	: 	: 	: 	19.3 	: 	18.7 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,EU27_2020	: 	: 	: 	: 	: 	: 	16.2 	: 	17.4 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,FI	: 	: 	: 	: 	: 	: 	33.2 	: 	36.5 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,FR	: 	: 	: 	: 	: 	: 	10.1 	: 	13.0 b
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,HR	: 	: 	: 	: 	: 	: 	15.0 	: 	18.2 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,HU	: 	: 	: 	: 	: 	: 	7.9 	: 	15.7 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,IE	: 	: 	: 	: 	: 	: 	20.0 	: 	21.5 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,IT	: 	: 	: 	: 	: 	: 	15.8 	: 	16.8 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,LT	: 	: 	: 	: 	: 	: 	14.2 	: 	14.8 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,LU	: 	: 	: 	: 	: 	: 	16.2 	: 	17.6 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,LV	: 	: 	: 	: 	: 	: 	9.0 	: 	13.8 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,ME	: 	: 	: 	: 	: 	: 	14.8 	: 	19.9 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,MK	: 	: 	: 	: 	: 	: 	6.4 	: 	: 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,MT	: 	: 	: 	: 	: 	: 	27.3 	: 	31.2 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,NL	: 	: 	: 	: 	: 	: 	30.3 	: 	33.7 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,NO	: 	: 	: 	: 	: 	: 	29.2 	: 	31.6 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,PL	: 	: 	: 	: 	: 	: 	9.4 	: 	13.9 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,PT	: 	: 	: 	: 	: 	: 	13.3 	: 	14.5 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,RO	: 	: 	: 	: 	: 	: 	4.4 	: 	6.6 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,RS	: 	: 	: 	: 	: 	: 	8.7 	: 	10.4 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,SE	: 	: 	: 	: 	: 	: 	35.0 	: 	30.5 b
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,SI	: 	: 	: 	: 	: 	: 	17.3 	: 	15.1 
A,10-49,C10-S951_X_K,E_DI3_HI,PC_ENT,SK	: 	: 	: 	: 	: 	: 	12.3 	: 	11.7 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,AT	: 	: 	: 	: 	: 	: 	37.4 	: 	33.7 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,BA	: 	: 	: 	: 	: 	: 	23.4 	: 	28.5 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,BE	: 	: 	: 	: 	: 	: 	38.9 	: 	34.2 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,BG	: 	: 	: 	: 	: 	: 	15.5 	: 	17.9 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,CY	: 	: 	: 	: 	: 	: 	41.7 	: 	38.0 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,CZ	: 	: 	: 	: 	: 	: 	32.6 	: 	29.5 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,DE	: 	: 	: 	: 	: 	: 	34.3 	: 	35.7 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,DK	: 	: 	: 	: 	: 	: 	39.1 	: 	39.6 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,EA	: 	: 	: 	: 	: 	: 	35.3 	: 	35.0 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,EE	: 	: 	: 	: 	: 	: 	35.8 	: 	34.3 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,EL	: 	: 	: 	: 	: 	: 	20.7 	: 	27.1 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,ES	: 	: 	: 	: 	: 	: 	35.3 	: 	34.2 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,EU27_2020	: 	: 	: 	: 	: 	: 	33.4 	: 	33.8 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,FI	: 	: 	: 	: 	: 	: 	38.5 	: 	38.0 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,FR	: 	: 	: 	: 	: 	: 	32.9 	: 	33.4 b
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,HR	: 	: 	: 	: 	: 	: 	29.2 	: 	31.5 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,HU	: 	: 	: 	: 	: 	: 	22.6 	: 	31.5 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,IE	: 	: 	: 	: 	: 	: 	37.6 	: 	36.8 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,IT	: 	: 	: 	: 	: 	: 	41.0 	: 	39.5 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,LT	: 	: 	: 	: 	: 	: 	36.2 	: 	38.6 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,LU	: 	: 	: 	: 	: 	: 	32.7 	: 	34.2 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,LV	: 	: 	: 	: 	: 	: 	23.9 	: 	28.0 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,ME	: 	: 	: 	: 	: 	: 	25.7 	: 	38.5 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,MK	: 	: 	: 	: 	: 	: 	19.8 	: 	: 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,MT	: 	: 	: 	: 	: 	: 	34.3 	: 	33.1 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,NL	: 	: 	: 	: 	: 	: 	41.1 	: 	34.1 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,NO	: 	: 	: 	: 	: 	: 	40.8 	: 	41.8 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,PL	: 	: 	: 	: 	: 	: 	25.1 	: 	29.5 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,PT	: 	: 	: 	: 	: 	: 	29.5 	: 	32.3 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,RO	: 	: 	: 	: 	: 	: 	15.7 	: 	17.2 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,RS	: 	: 	: 	: 	: 	: 	30.8 	: 	34.4 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,SE	: 	: 	: 	: 	: 	: 	42.7 	: 	41.8 b
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,SI	: 	: 	: 	: 	: 	: 	30.9 	: 	28.1 
A,10-49,C10-S951_X_K,E_DI3_LO,PC_ENT,SK	: 	: 	: 	: 	: 	: 	25.5 	: 	24.8 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,AT	: 	: 	: 	: 	: 	: 	4.4 	: 	3.8 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,BA	: 	: 	: 	: 	: 	: 	1.2 	: 	: u
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,BE	: 	: 	: 	: 	: 	: 	1.2 	: 	6.5 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,BG	: 	: 	: 	: 	: 	: 	0.5 	: 	1.1 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,CY	: 	: 	: 	: 	: 	: 	2.1 	: 	3.5 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,CZ	: 	: 	: 	: 	: 	: 	2.5 	: 	3.4 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,DE	: 	: 	: 	: 	: 	: 	3.1 	: 	3.7 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,DK	: 	: 	: 	: 	: 	: 	7.1 	: 	5.2 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,EA	: 	: 	: 	: 	: 	: 	2.2 	: 	3.6 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,EE	: 	: 	: 	: 	: 	: 	1.5 	: 	3.0 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,EL	: 	: 	: 	: 	: 	: 	1.2 	: 	2.3 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,ES	: 	: 	: 	: 	: 	: 	2.4 	: 	4.6 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,EU27_2020	: 	: 	: 	: 	: 	: 	2.2 	: 	3.5 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,FI	: 	: 	: 	: 	: 	: 	7.7 	: 	8.9 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,FR	: 	: 	: 	: 	: 	: 	0.5 	: 	2.1 b
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,HR	: 	: 	: 	: 	: 	: 	2.8 	: 	3.7 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,HU	: 	: 	: 	: 	: 	: 	1.0 	: 	3.1 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,IE	: 	: 	: 	: 	: 	: 	3.2 	: 	4.3 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,IT	: 	: 	: 	: 	: 	: 	1.6 	: 	2.5 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,LT	: 	: 	: 	: 	: 	: 	2.7 	: 	2.8 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,LU	: 	: 	: 	: 	: 	: 	1.0 	: 	2.5 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,LV	: 	: 	: 	: 	: 	: 	1.5 	: 	3.1 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,ME	: 	: 	: 	: 	: 	: 	5.4 	: 	3.8 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,MK	: 	: 	: 	: 	: 	: 	0.3 	: 	: 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,MT	: 	: 	: 	: 	: 	: 	8.0 	: 	9.0 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,NL	: 	: 	: 	: 	: 	: 	1.3 	: 	8.7 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,NO	: 	: 	: 	: 	: 	: 	5.4 	: 	5.2 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,PL	: 	: 	: 	: 	: 	: 	1.4 	: 	2.7 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,PT	: 	: 	: 	: 	: 	: 	1.8 	: 	3.0 
A,10-49,C10-S951_X_K,E_DI3_VHI,PC_ENT,RO	: 	: 	: 	: 	: 	: 	0.4 	: 	1.0 
