freq,size_emp,nace_r2,indic_is,unit,geo\TIME_PERIOD	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,HU	: 	: 	: 	: 	: 	: 	: 	27.7 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,IE	: 	: 	: 	: 	: 	: 	: 	34.5 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,IT	: 	: 	: 	: 	: 	: 	: 	42.6 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,LT	: 	: 	: 	: 	: 	: 	: 	34.2 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,LU	: 	: 	: 	: 	: 	: 	: 	37.0 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,LV	: 	: 	: 	: 	: 	: 	: 	31.6 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,ME	: 	: 	: 	: 	: 	: 	: 	30.6 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,MK	: 	: 	: 	: 	: 	: 	: 	30.8 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,MT	: 	: 	: 	: 	: 	: 	: 	33.1 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,NL	: 	: 	: 	: 	: 	: 	: 	37.7 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,NO	: 	: 	: 	: 	: 	: 	: 	41.5 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,PL	: 	: 	: 	: 	: 	: 	: 	33.4 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,PT	: 	: 	: 	: 	: 	: 	: 	35.4 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,RO	: 	: 	: 	: 	: 	: 	: 	34.1 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,RS	: 	: 	: 	: 	: 	: 	: 	40.5 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,SE	: 	: 	: 	: 	: 	: 	: 	28.1 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,SI	: 	: 	: 	: 	: 	: 	: 	34.7 	: 
A,GE10,C10-S951_X_K,E_DI4_LO,PC_ENT,SK	: 	: 	: 	: 	: 	: 	: 	36.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,AT	: 	: 	: 	: 	: 	: 	: 	4.5 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,BA	: 	: 	: 	: 	: 	: 	: 	2.6 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,BE	: 	: 	: 	: 	: 	: 	: 	9.3 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,BG	: 	: 	: 	: 	: 	: 	: 	1.6 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,CY	: 	: 	: 	: 	: 	: 	: 	3.6 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,CZ	: 	: 	: 	: 	: 	: 	: 	4.3 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,DE	: 	: 	: 	: 	: 	: 	: 	4.6 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,DK	: 	: 	: 	: 	: 	: 	: 	13.2 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,EA	: 	: 	: 	: 	: 	: 	: 	4.2 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,EE	: 	: 	: 	: 	: 	: 	: 	4.3 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,EL	: 	: 	: 	: 	: 	: 	: 	1.7 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,ES	: 	: 	: 	: 	: 	: 	: 	3.7 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,EU27_2020	: 	: 	: 	: 	: 	: 	: 	4.3 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,FI	: 	: 	: 	: 	: 	: 	: 	10.0 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,FR	: 	: 	: 	: 	: 	: 	: 	2.6 b	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,HR	: 	: 	: 	: 	: 	: 	: 	5.4 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,HU	: 	: 	: 	: 	: 	: 	: 	3.4 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,IE	: 	: 	: 	: 	: 	: 	: 	7.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,IT	: 	: 	: 	: 	: 	: 	: 	2.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,LT	: 	: 	: 	: 	: 	: 	: 	4.2 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,LU	: 	: 	: 	: 	: 	: 	: 	2.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,LV	: 	: 	: 	: 	: 	: 	: 	2.7 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,ME	: 	: 	: 	: 	: 	: 	: 	4.7 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,MT	: 	: 	: 	: 	: 	: 	: 	7.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,NL	: 	: 	: 	: 	: 	: 	: 	6.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,NO	: 	: 	: 	: 	: 	: 	: 	6.4 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,PL	: 	: 	: 	: 	: 	: 	: 	3.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,PT	: 	: 	: 	: 	: 	: 	: 	4.7 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,RO	: 	: 	: 	: 	: 	: 	: 	0.9 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,RS	: 	: 	: 	: 	: 	: 	: 	4.9 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,SE	: 	: 	: 	: 	: 	: 	: 	10.5 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,SI	: 	: 	: 	: 	: 	: 	: 	5.3 	: 
A,GE10,C10-S951_X_K,E_DI4_VHI,PC_ENT,SK	: 	: 	: 	: 	: 	: 	: 	2.9 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,AT	: 	: 	: 	: 	: 	: 	: 	31.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,BA	: 	: 	: 	: 	: 	: 	: 	44.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,BE	: 	: 	: 	: 	: 	: 	: 	22.0 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,BG	: 	: 	: 	: 	: 	: 	: 	51.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,CY	: 	: 	: 	: 	: 	: 	: 	29.4 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,CZ	: 	: 	: 	: 	: 	: 	: 	30.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,DE	: 	: 	: 	: 	: 	: 	: 	22.0 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,DK	: 	: 	: 	: 	: 	: 	: 	10.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,EA	: 	: 	: 	: 	: 	: 	: 	28.4 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,EE	: 	: 	: 	: 	: 	: 	: 	32.3 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,EL	: 	: 	: 	: 	: 	: 	: 	57.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,ES	: 	: 	: 	: 	: 	: 	: 	31.7 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,EU27_2020	: 	: 	: 	: 	: 	: 	: 	30.0 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,FI	: 	: 	: 	: 	: 	: 	: 	10.2 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,FR	: 	: 	: 	: 	: 	: 	: 	35.5 b	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,HR	: 	: 	: 	: 	: 	: 	: 	41.0 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,HU	: 	: 	: 	: 	: 	: 	: 	47.0 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,IE	: 	: 	: 	: 	: 	: 	: 	14.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,IT	: 	: 	: 	: 	: 	: 	: 	29.6 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,LT	: 	: 	: 	: 	: 	: 	: 	35.3 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,LU	: 	: 	: 	: 	: 	: 	: 	32.7 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,LV	: 	: 	: 	: 	: 	: 	: 	46.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,ME	: 	: 	: 	: 	: 	: 	: 	43.7 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,MK	: 	: 	: 	: 	: 	: 	: 	58.1 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,MT	: 	: 	: 	: 	: 	: 	: 	21.7 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,NL	: 	: 	: 	: 	: 	: 	: 	19.3 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,NO	: 	: 	: 	: 	: 	: 	: 	14.5 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,PL	: 	: 	: 	: 	: 	: 	: 	37.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,PT	: 	: 	: 	: 	: 	: 	: 	29.0 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,RO	: 	: 	: 	: 	: 	: 	: 	46.4 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,RS	: 	: 	: 	: 	: 	: 	: 	21.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,SE	: 	: 	: 	: 	: 	: 	: 	12.8 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,SI	: 	: 	: 	: 	: 	: 	: 	32.0 	: 
A,GE10,C10-S951_X_K,E_DI4_VLO,PC_ENT,SK	: 	: 	: 	: 	: 	: 	: 	38.3 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,AT	24.1 	19.7 b	22.0 b	14.5 b	25.4 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,BA	: 	: 	: 	12.1 b	14.6 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,BE	27.8 	23.9 b	28.7 b	22.1 b	33.0 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,BG	10.5 	8.8 b	10.9 b	7.8 b	10.9 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,CY	16.9 	11.4 b	21.1 b	13.3 b	24.0 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,CZ	16.7 	18.8 b	14.6 b	14.3 b	28.0 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,DE	20.5 	13.9 b	23.3 b	15.2 b	23.4 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,DK	36.3 	41.7 b	32.1 b	38.3 b	40.3 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,EA	19.1 	16.1 b	20.3 	15.4 	22.6 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,EE	17.6 	19.1 b	19.1 b	17.2 b	18.0 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,EL	8.7 	17.2 b	12.6 b	8.8 b	6.1 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,ES	21.8 	20.9 b	23.7 b	12.0 b	22.6 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,EU15	19.7 	17.7 b	19.9 	16.8 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,EU27_2007	18.5 	16.8 b	18.7 	15.9 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,EU27_2020	18.3 	16.1 	19.1 	15.4 	21.5 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,EU28	18.5 	16.8 b	18.6 	15.9 	22.1 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,FI	28.7 	38.0 b	33.8 b	37.6 b	43.2 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,FR	17.7 	13.1 b	15.7 b	13.4 b	21.4 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,HR	17.2 	16.5 b	14.9 b	13.6 b	19.2 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,HU	12.1 	13.5 b	13.2 b	13.1 b	13.6 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,IE	20.1 	18.5 b	20.4 b	25.4 b	27.9 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,IT	11.7 	11.0 b	11.9 b	12.6 b	18.0 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,LT	21.3 	20.9 b	24.0 b	21.2 b	26.4 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,LU	22.3 	19.8 b	22.1 b	19.0 b	28.2 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,LV	11.3 	10.4 b	10.0 b	9.3 b	12.9 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,ME	: 	: 	19.4 b	15.1 b	24.1 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,MK	11.8 	12.1 b	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,MT	24.6 	29.5 b	21.6 b	26.8 b	35.3 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,NL	35.5 	31.5 b	34.2 b	32.4 b	34.4 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,NO	30.9 	34.3 b	26.9 b	32.7 b	27.6 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,PL	12.7 	11.6 b	12.6 b	11.0 b	9.8 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,PT	16.0 	17.8 b	21.0 b	14.4 b	21.0 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,RO	10.1 	7.2 b	9.8 b	10.3 b	9.6 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,RS	: 	: 	20.1 b	18.8 b	20.3 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,SE	27.7 	33.1 b	26.7 b	33.0 b	38.7 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,SI	16.2 	17.0 b	18.9 b	23.4 b	18.5 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,SK	16.9 	15.8 b	16.3 b	11.8 b	15.9 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,TR	: 	: 	6.7 b	1.0 b	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_HI,PC_ENT,UK	19.6 	21.5 b	15.5 b	19.4 b	26.2 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,AT	45.1 	46.0 b	36.7 b	42.5 b	36.6 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,BA	: 	: 	: 	31.6 b	29.0 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,BE	39.6 	44.1 b	36.4 b	39.6 b	32.7 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,BG	28.6 	28.0 b	24.7 b	24.8 b	27.0 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,CY	36.9 	41.2 b	37.2 b	41.0 b	36.6 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,CZ	37.5 	40.7 b	34.7 b	34.9 b	39.7 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,DE	42.5 	44.1 b	38.6 b	42.3 b	39.6 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,DK	35.5 	35.1 b	38.7 b	37.0 b	32.3 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,EA	38.8 	40.2 b	35.7 	36.8 	37.1 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,EE	40.4 	40.9 b	35.1 b	37.7 b	33.7 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,EL	37.8 	38.0 b	32.7 b	30.6 b	26.9 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,ES	36.8 	39.7 b	36.4 b	30.2 b	39.3 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,EU15	39.2 	40.6 b	36.9 	37.3 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,EU27_2007	37.8 	39.5 b	36.1 	36.2 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,EU27_2020	37.3 	38.9 	35.2 	35.7 	35.4 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,EU28	37.8 	39.5 b	36.1 	36.2 	35.7 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,FI	41.8 	39.9 b	48.5 b	39.6 b	32.7 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,FR	34.9 	36.9 b	32.0 b	34.9 b	34.0 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,HR	39.5 	39.1 b	34.2 b	33.6 b	31.5 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,HU	32.1 	34.5 b	32.1 b	30.2 b	27.3 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,IE	36.2 	39.0 b	37.2 b	37.6 b	37.8 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,IT	37.5 	35.1 b	31.8 b	31.5 b	37.8 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,LT	39.2 	40.2 b	37.9 b	40.9 b	37.8 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,LU	39.9 	43.6 b	39.5 b	41.4 b	35.5 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,LV	31.4 	35.4 b	29.0 b	32.2 b	32.8 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,ME	: 	: 	39.4 b	42.3 b	33.4 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,MK	33.2 	37.0 b	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,MT	48.8 	44.5 b	42.1 b	39.2 b	37.2 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,NL	39.3 	43.8 b	36.2 b	41.8 b	36.9 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,NO	37.8 	36.6 b	39.7 b	31.9 b	42.8 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,PL	30.8 	35.1 b	36.5 b	31.3 b	29.0 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,PT	36.2 	36.3 b	36.9 b	33.1 b	35.8 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,RO	26.1 	25.8 b	26.7 b	28.0 b	22.1 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,RS	: 	: 	40.4 b	37.2 b	38.7 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,SE	42.6 	38.2 b	40.9 b	37.1 b	32.9 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,SI	37.0 	44.5 b	35.6 b	41.6 b	32.9 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,SK	44.0 	44.2 b	37.1 b	35.4 b	33.9 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,TR	: 	: 	23.0 b	13.5 b	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_LO,PC_ENT,UK	41.2 	43.4 b	42.2 b	39.9 b	37.6 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,AT	3.0 	1.8 b	3.7 b	2.2 b	7.6 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,BA	: 	: 	: 	1.9 b	2.2 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,BE	5.9 	3.5 b	6.4 b	5.5 b	8.6 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,BG	1.2 	0.7 b	1.2 b	0.7 b	1.2 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,CY	1.4 	0.6 b	1.6 b	1.3 b	2.7 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,CZ	3.1 	2.7 b	3.6 b	2.8 b	6.7 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,DE	1.9 	0.4 b	4.4 b	1.2 b	4.8 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,DK	10.8 	12.0 b	9.8 b	11.2 b	12.8 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,EA	2.3 	1.4 b	3.3 	1.8 	3.9 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,EE	3.2 	2.4 b	2.6 b	3.2 b	3.9 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,EL	0 	1.7 b	1.3 b	0.9 b	0.0 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,ES	3.4 	2.6 b	3.9 b	1.1 b	2.4 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,EU15	2.3 	1.7 b	3.0 	2.2 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,EU27_2007	2.3 	1.7 b	2.9 	2.1 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,EU27_2020	2.4 	1.7 	3.1 	2.0 	3.8 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,EU28	2.3 	1.7 b	2.8 	2.1 	3.8 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,FI	7.1 	10.3 b	1.5 b	11.7 b	9.1 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,FR	1.8 	1.0 b	2.0 b	1.4 b	2.8 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,HR	2.2 	2.6 b	2.1 b	1.9 b	4.0 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,HU	1.4 	1.7 b	1.6 b	2.0 b	1.8 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,IE	3.3 	1.4 b	2.4 b	3.1 b	4.2 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,IT	0.8 	0.7 b	1.1 b	1.4 b	2.4 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,LT	6.1 	4.0 b	6.6 b	5.3 b	7.7 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,LU	2.0 	1.0 b	2.5 b	1.3 b	2.9 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,LV	1.9 	0.9 b	1.6 b	0.2 b	0.9 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,ME	: 	: 	1.2 b	0.8 b	: bu	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,MK	0.8 	0.3 b	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,MT	4.2 	2.7 b	3.7 b	5.1 b	6.2 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,NL	6.3 	3.9 b	6.3 b	4.7 b	5.2 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,NO	7.2 	10.0 b	5.5 b	7.3 b	4.9 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,PL	2.0 	1.4 b	1.4 b	1.5 b	0.8 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,PT	1.6 	1.9 b	4.0 b	1.4 b	3.5 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,RO	1.8 	0.9 b	1.9 b	1.2 b	0.9 b	: 	: 	: 	: 
A,GE10,C10-S951_X_K,E_DI_VHI,PC_ENT,RS	: 	: 	2.9 b	2.5 b	3.7 b	: 	: 	: 	: 
